psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
120	1	0	0	0	0	0	0	+	OX359234.1	179650	121481	121602	rrn5_Abelladonna_GeSeq-SRS_v1	121	0	121	1	121,	121481,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Vvinifera_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Stuberosum_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
98	5	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Soleracea_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Slycopersicum_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_255_ENDKEY	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_212_ENDKEY	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Rcommunis_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Ptrichocarpa_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
86	4	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Pthunbergii_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
67	4	0	0	0	0	0	0	+	OX359234.1	179650	121187	121258	rrn4.5_Psativum_GeSeq-SRS_v1	104	33	104	1	71,	121187,	33,
88	2	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Paphrodite_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
100	3	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Oelata_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Nundulata_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Ntomentosiformis_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Ntabacum_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Nsylvestris_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
69	2	0	0	0	0	0	0	+	OX359234.1	179650	121187	121258	rrn4.5_Mtruncatula_GeSeq-SRS_v1	104	33	104	1	71,	121187,	33,
82	8	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Mpolymorpha_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
70	1	0	0	0	0	0	0	+	OX359234.1	179650	121187	121258	rrn4.5_Ljaponicus_GeSeq-SRS_v1	104	33	104	1	71,	121187,	33,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Hbrasiliensis_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
68	1	0	0	0	0	0	0	+	OX359234.1	179650	121189	121258	rrn4.5_Gmax_GeSeq-SRS_v1	104	35	104	1	69,	121189,	35,
87	3	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Gbiloba_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
88	2	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Eguineensis_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Athaliana_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
82	8	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Aformosae_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
82	8	0	0	0	0	0	0	+	OX359234.1	179650	121156	121246	rrn4.5_Acapillus-veneris_GeSeq-SRS_v1	103	1	91	1	90,	121156,	1,
101	2	0	0	0	0	0	0	+	OX359234.1	179650	121155	121258	rrn4.5_Abelladonna_GeSeq-SRS_v1	103	0	103	1	103,	121155,	0,
72	0	0	0	1	955	0	0	+	OX359234.1	179650	116116	117143	trnI-GAU_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_261_ENDKEY	72	0	72	2	37,35,	116116,117108,	0,37,
72	0	0	0	1	955	0	0	+	OX359234.1	179650	116116	117143	trnI-GAU_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_206_ENDKEY	72	0	72	2	37,35,	116116,117108,	0,37,
73	0	0	0	1	809	0	0	+	OX359234.1	179650	117207	118089	trnA-UGC_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_259_ENDKEY	73	0	73	2	38,35,	117207,118054,	0,38,
73	0	0	0	1	809	0	0	+	OX359234.1	179650	117207	118089	trnA-UGC_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_208_ENDKEY	73	0	73	2	38,35,	117207,118054,	0,38,
51	2	0	0	0	0	0	0	+	OX359234.1	179650	118249	118302	rrn23_Zmays_GeSeq-SRS_v1	2884	0	53	1	53,	118249,	0,
79	5	0	0	0	0	0	0	+	OX359234.1	179650	118302	118386	rrn23_Zmays_GeSeq-SRS_v1	2884	54	138	1	84,	118302,	54,
376	16	0	0	1	1	0	0	+	OX359234.1	179650	118386	118779	rrn23_Zmays_GeSeq-SRS_v1	2884	139	531	2	227,165,	118386,118614,	139,366,
60	0	0	0	0	0	0	0	+	OX359234.1	179650	118809	118869	rrn23_Zmays_GeSeq-SRS_v1	2884	565	625	1	60,	118809,	565,
266	4	0	0	0	0	0	0	+	OX359234.1	179650	118869	119139	rrn23_Zmays_GeSeq-SRS_v1	2884	630	900	1	270,	118869,	630,
230	8	0	0	0	0	0	0	+	OX359234.1	179650	119146	119384	rrn23_Zmays_GeSeq-SRS_v1	2884	906	1144	1	238,	119146,	906,
386	23	0	0	0	0	0	0	+	OX359234.1	179650	119388	119797	rrn23_Zmays_GeSeq-SRS_v1	2884	1147	1556	1	409,	119388,	1147,
924	11	0	0	0	0	0	0	+	OX359234.1	179650	118249	119184	rrn23_Vvinifera_GeSeq-SRS_v1	2812	0	935	1	935,	118249,	0,
239	0	0	0	0	0	0	0	+	OX359234.1	179650	119203	119442	rrn23_Vvinifera_GeSeq-SRS_v1	2812	947	1186	1	239,	119203,	947,
59	0	0	0	0	0	0	0	+	OX359234.1	179650	119442	119501	rrn23_Vvinifera_GeSeq-SRS_v1	2812	1193	1252	1	59,	119442,	1193,
895	6	0	0	0	0	0	0	+	OX359234.1	179650	119502	120403	rrn23_Vvinifera_GeSeq-SRS_v1	2812	1255	2156	1	901,	119502,	1255,
307	5	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Stuberosum_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
234	2	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Stuberosum_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1577	20	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Stuberosum_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
2107	48	0	0	1	1	0	0	+	OX359234.1	179650	118249	120405	rrn23_Soleracea_GeSeq-SRS_v1	2809	0	2155	2	1507,648,	118249,119757,	0,1507,
101	15	0	0	1	2	0	0	+	OX359234.1	179650	118249	118367	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	0	116	2	68,48,	118249,118319,	0,68,
118	14	0	0	0	0	0	0	+	OX359234.1	179650	118404	118536	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	155	287	1	132,	118404,	155,
232	25	0	0	0	0	0	0	+	OX359234.1	179650	118544	118801	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	298	555	1	257,	118544,	298,
89	5	0	0	0	0	0	0	+	OX359234.1	179650	118810	118904	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	565	659	1	94,	118810,	565,
189	9	0	0	0	0	0	0	+	OX359234.1	179650	118907	119105	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	663	861	1	198,	118907,	663,
71	5	0	0	0	0	0	0	+	OX359234.1	179650	119114	119190	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	871	947	1	76,	119114,	871,
222	13	0	0	0	0	0	0	+	OX359234.1	179650	119209	119444	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	969	1204	1	235,	119209,	969,
252	13	0	0	0	0	0	0	+	OX359234.1	179650	119480	119745	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	1248	1513	1	265,	119480,	1248,
594	36	0	0	0	0	0	0	+	OX359234.1	179650	119771	120401	rrn23_Smoellendorffii_GeSeq-SRS_v1	2829	1541	2171	1	630,	119771,	1541,
307	5	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Slycopersicum_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
234	2	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Slycopersicum_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1577	20	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Slycopersicum_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
130	7	0	0	0	0	0	0	+	OX359234.1	179650	118249	118386	rrn23_Shybrid_GeSeq-SRS_v1	2888	0	137	1	137,	118249,	0,
380	13	0	0	0	0	0	0	+	OX359234.1	179650	118386	118779	rrn23_Shybrid_GeSeq-SRS_v1	2888	138	531	1	393,	118386,	138,
60	0	0	0	0	0	0	0	+	OX359234.1	179650	118809	118869	rrn23_Shybrid_GeSeq-SRS_v1	2888	565	625	1	60,	118809,	565,
895	33	0	0	0	0	0	0	+	OX359234.1	179650	118869	119797	rrn23_Shybrid_GeSeq-SRS_v1	2888	630	1558	1	928,	118869,	630,
171	2	0	0	0	0	0	0	+	OX359234.1	179650	119829	120002	rrn23_Shybrid_GeSeq-SRS_v1	2888	1659	1832	1	173,	119829,	1659,
399	4	0	0	0	0	0	0	+	OX359234.1	179650	120002	120405	rrn23_Shybrid_GeSeq-SRS_v1	2888	1833	2236	1	403,	120002,	1833,
130	7	0	0	0	0	0	0	+	OX359234.1	179650	118249	118386	rrn23_Sbicolor_GeSeq-SRS_v1	2888	0	137	1	137,	118249,	0,
380	13	0	0	0	0	0	0	+	OX359234.1	179650	118386	118779	rrn23_Sbicolor_GeSeq-SRS_v1	2888	138	531	1	393,	118386,	138,
60	0	0	0	0	0	0	0	+	OX359234.1	179650	118809	118869	rrn23_Sbicolor_GeSeq-SRS_v1	2888	565	625	1	60,	118809,	565,
895	33	0	0	0	0	0	0	+	OX359234.1	179650	118869	119797	rrn23_Sbicolor_GeSeq-SRS_v1	2888	630	1558	1	928,	118869,	630,
171	2	0	0	0	0	0	0	+	OX359234.1	179650	119829	120002	rrn23_Sbicolor_GeSeq-SRS_v1	2888	1659	1832	1	173,	119829,	1659,
399	4	0	0	0	0	0	0	+	OX359234.1	179650	120002	120405	rrn23_Sbicolor_GeSeq-SRS_v1	2888	1833	2236	1	403,	120002,	1833,
2141	15	0	0	0	0	0	0	+	OX359234.1	179650	118249	120405	rrn23_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_257_ENDKEY	2808	0	2156	1	2156,	118249,	0,
2141	15	0	0	0	0	0	0	+	OX359234.1	179650	118249	120405	rrn23_STARTREF_NC_049111.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_210_ENDKEY	2808	0	2156	1	2156,	118249,	0,
2149	7	0	0	0	0	0	0	+	OX359234.1	179650	118249	120405	rrn23_Rcommunis_GeSeq-SRS_v1	2810	0	2156	1	2156,	118249,	0,
2143	12	0	0	1	1	0	0	+	OX359234.1	179650	118249	120405	rrn23_Ptrichocarpa_GeSeq-SRS_v1	2809	0	2155	2	1224,931,	118249,119474,	0,1224,
646	2	0	0	0	0	0	0	+	OX359234.1	179650	120409	121057	rrn23_Ptrichocarpa_GeSeq-SRS_v1	2809	2161	2809	1	648,	120409,	2161,
273	11	0	0	0	0	0	0	+	OX359234.1	179650	118249	118533	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	0	284	1	284,	118249,	0,
249	8	0	0	0	0	0	0	+	OX359234.1	179650	118544	118801	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	297	554	1	257,	118544,	297,
296	4	0	0	0	0	0	0	+	OX359234.1	179650	118809	119109	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	563	863	1	300,	118809,	563,
73	2	0	0	0	0	0	0	+	OX359234.1	179650	119109	119184	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	864	939	1	75,	119109,	864,
522	15	0	0	1	6	0	0	+	OX359234.1	179650	119202	119745	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	960	1497	2	7,530,	119202,119215,	960,967,
369	8	0	0	2	5	0	0	+	OX359234.1	179650	119758	120140	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	1506	1883	3	243,130,4,	119758,120005,120136,	1506,1749,1879,
252	9	0	0	0	0	0	0	+	OX359234.1	179650	120140	120401	rrn23_Pthunbergii_GeSeq-SRS_v1	2803	1884	2145	1	261,	120140,	1884,
529	24	0	0	1	1	0	0	+	OX359234.1	179650	118249	118803	rrn23_Psativum_GeSeq-SRS_v1	2812	0	553	2	540,13,	118249,118790,	0,540,
376	8	0	0	0	0	0	0	+	OX359234.1	179650	118806	119190	rrn23_Psativum_GeSeq-SRS_v1	2812	555	939	1	384,	118806,	555,
43	0	0	0	0	0	0	0	+	OX359234.1	179650	119202	119245	rrn23_Psativum_GeSeq-SRS_v1	2812	944	987	1	43,	119202,	944,
477	17	0	0	0	0	0	0	+	OX359234.1	179650	119245	119739	rrn23_Psativum_GeSeq-SRS_v1	2812	988	1482	1	494,	119245,	988,
543	10	0	0	0	0	0	0	+	OX359234.1	179650	118249	118802	rrn23_Paphrodite_GeSeq-SRS_v1	2807	0	553	1	553,	118249,	0,
378	3	0	0	0	0	0	0	+	OX359234.1	179650	118809	119190	rrn23_Paphrodite_GeSeq-SRS_v1	2807	561	942	1	381,	118809,	561,
1187	19	0	0	0	0	0	0	+	OX359234.1	179650	119197	120403	rrn23_Paphrodite_GeSeq-SRS_v1	2807	945	2151	1	1206,	119197,	945,
129	8	0	0	0	0	0	0	+	OX359234.1	179650	118249	118386	rrn23_Osativaja_GeSeq-SRS_v1	2884	0	137	1	137,	118249,	0,
380	13	0	0	0	0	0	0	+	OX359234.1	179650	118386	118779	rrn23_Osativaja_GeSeq-SRS_v1	2884	138	531	1	393,	118386,	138,
60	0	0	0	0	0	0	0	+	OX359234.1	179650	118809	118869	rrn23_Osativaja_GeSeq-SRS_v1	2884	565	625	1	60,	118809,	565,
896	32	0	0	0	0	0	0	+	OX359234.1	179650	118869	119797	rrn23_Osativaja_GeSeq-SRS_v1	2884	630	1558	1	928,	118869,	630,
934	15	0	0	0	0	0	0	+	OX359234.1	179650	118249	119198	rrn23_Oelata_GeSeq-SRS_v1	2835	0	949	1	949,	118249,	0,
1187	14	0	0	0	0	0	0	+	OX359234.1	179650	119202	120403	rrn23_Oelata_GeSeq-SRS_v1	2835	978	2179	1	1201,	119202,	978,
307	5	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Nundulata_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
233	3	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Nundulata_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1576	21	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Nundulata_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
306	6	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Ntomentosiformis_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
233	3	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Ntomentosiformis_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1577	20	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Ntomentosiformis_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
307	5	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Ntabacum_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
233	3	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Ntabacum_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1576	21	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Ntabacum_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
307	5	0	0	0	0	0	0	+	OX359234.1	179650	118249	118561	rrn23_Nsylvestris_GeSeq-SRS_v1	2810	0	312	1	312,	118249,	0,
233	3	0	0	0	0	0	0	+	OX359234.1	179650	118568	118804	rrn23_Nsylvestris_GeSeq-SRS_v1	2810	320	556	1	236,	118568,	320,
1576	21	0	0	0	0	0	0	+	OX359234.1	179650	118806	120403	rrn23_Nsylvestris_GeSeq-SRS_v1	2810	557	2154	1	1597,	118806,	557,
530	24	0	0	0	0	0	0	+	OX359234.1	179650	118249	118803	rrn23_Mtruncatula_GeSeq-SRS_v1	2796	0	554	1	554,	118249,	0,
374	6	0	0	0	0	0	0	+	OX359234.1	179650	118806	119186	rrn23_Mtruncatula_GeSeq-SRS_v1	2796	556	936	1	380,	118806,	556,
525	11	0	0	1	1	0	0	+	OX359234.1	179650	119202	119739	rrn23_Mtruncatula_GeSeq-SRS_v1	2796	943	1479	2	7,529,	119202,119210,	943,950,
636	16	0	0	0	0	0	0	+	OX359234.1	179650	119751	120403	rrn23_Mtruncatula_GeSeq-SRS_v1	2796	1492	2144	1	652,	119751,	1492,
520	32	0	0	1	1	0	0	+	OX359234.1	179650	118249	118802	rrn23_Mpolymorpha_GeSeq-SRS_v1	2811	0	552	2	270,282,	118249,118520,	0,270,
295	5	0	0	0	0	0	0	+	OX359234.1	179650	118809	119109	rrn23_Mpolymorpha_GeSeq-SRS_v1	2811	560	860	1	300,	118809,	560,
72	1	0	0	0	0	0	0	+	OX359234.1	179650	119109	119182	rrn23_Mpolymorpha_GeSeq-SRS_v1	2811	861	934	1	73,	119109,	861,
261	17	0	0	0	0	0	0	+	OX359234.1	179650	119209	119487	rrn23_Mpolymorpha_GeSeq-SRS_v1	2811	962	1240	1	278,	119209,	962,
242	4	0	0	1	1	0	0	+	OX359234.1	179650	119494	119741	rrn23_Mpolymorpha_GeSeq-SRS_v1	2811	1246	1492	2	205,41,	119494,119700,	1246,1451,
545	11	0	0	0	0	0	0	+	OX359234.1	179650	118249	118805	rrn23_Ljaponicus_GeSeq-SRS_v1	2816	0	556	1	556,	118249,	0,
1052	20	0	0	0	0	0	0	+	OX359234.1	179650	118806	119878	rrn23_Ljaponicus_GeSeq-SRS_v1	2816	562	1634	1	1072,	118806,	562,
522	3	0	0	0	0	0	0	+	OX359234.1	179650	119878	120403	rrn23_Ljaponicus_GeSeq-SRS_v1	2816	1635	2160	1	525,	119878,	1635,
131	6	0	0	0	0	0	0	+	OX359234.1	179650	118249	118386	rrn23_Hvulgare_GeSeq-SRS_v1	2888	0	137	1	137,	118249,	0,
379	14	0	0	0	0	0	0	+	OX359234.1	179650	118386	118779	rrn23_Hvulgare_GeSeq-SRS_v1	2888	138	531	1	393,	118386,	138,
